Year	CPS_R-FDR_longcalib	PCR_R-FDR_longcalib	M08_R-FDR_longcalib	PAI_R-FDR_longcalib	OIE_R-FDR_longcalib	BHM_R-FDR_longcalib	LMR_R-FDR_longcalib
652	-0.1203	-0.1609	-0.1316	0.2055	-0.0032	-0.1378	-0.0586
653	-0.2613	-0.2769	-0.0551	-0.1311	-0.0976	-0.1924	-0.1327
654	-0.2813	-0.3109	-0.054	-0.2054	-0.0962	-0.1845	-0.1366
655	-0.2613	-0.2899	-0.0482	-0.0051	-0.0299	-0.074	-0.0913
656	-0.1563	-0.1869	-0.0367	0.1009	0.056	-0.0349	-0.0734
657	-0.1623	-0.1939	-0.0886	-0.0106	-0.0393	-0.0356	-0.0623
658	-0.2943	-0.3079	-0.0056	-0.1241	-0.1589	-0.1031	-0.1083
659	-0.1853	-0.2094	-0.073	-0.1111	-0.1369	-0.1126	-0.0833
660	-0.3063	-0.3299	-0.0186	-0.1598	-0.1809	-0.178	-0.1133
661	-0.2763	-0.2899	0.0079	-0.0313	-0.1525	-0.1293	-0.0944
662	-0.3878	-0.4049	0.007	-0.2064	-0.247	-0.1691	-0.135
663	-0.2793	-0.2989	0.0672	-0.2077	-0.1629	-0.1547	-0.1253
664	-0.3883	-0.4114	0.0682	-0.239	-0.2143	-0.2159	-0.1296
665	-0.2488	-0.2844	0.0803	-0.0361	-0.0908	-0.1655	-0.0991
666	-0.2573	-0.2999	0.0811	-0.0367	-0.1065	-0.1778	-0.1178
667	-0.1853	-0.2139	0.0684	0.0515	0.0041	-0.1822	-0.0793
668	-0.2968	-0.3274	0.0636	-0.0373	-0.0858	-0.2157	-0.1159
669	-0.2818	-0.3049	0.1068	0.0386	-0.0312	-0.1525	-0.1098
670	-0.1398	-0.1919	0.0642	0.1683	0.1013	-0.1244	-0.067
671	-0.0853	-0.1224	0.1273	0.3276	0.1776	-0.0278	-0.0408
672	-0.1833	-0.2119	0.1594	0.2088	0.0614	-0.0671	-0.0768
673	-0.1333	-0.1834	0.1214	0.2702	0.0796	-0.0496	-0.0715
674	-0.0973	-0.1249	0.1774	0.163	0.1389	0.0671	-0.0841
675	-0.2493	-0.2629	0.2188	0.0137	-0.0346	-0.0135	-0.088
676	-0.2868	-0.3319	0.2195	-0.1166	-0.0931	-0.0466	-0.1497
677	-0.1903	-0.2079	0.1804	0.0701	0.0319	-0.0065	-0.0918
678	-0.2333	-0.2589	0.1638	-0.0736	0.0285	-0.0381	-0.1537
679	-0.1758	-0.2044	0.076	-0.0597	0.0032	0.049	-0.1155
680	-0.2053	-0.2374	0.0572	0.0033	0.0545	0.0079	-0.1047
681	-0.3618	-0.3724	0.0531	-0.037	-0.044	-0.1338	-0.1238
682	-0.3603	-0.3909	0.076	-0.1999	-0.1039	-0.0528	-0.1626
683	-0.2853	-0.3004	0.0372	-0.0681	-0.0825	0.0284	-0.1088
684	-0.4573	-0.4604	-0.0125	-0.2793	-0.2209	-0.0987	-0.142
685	-0.3993	-0.4434	-0.1237	-0.2149	-0.23	-0.096	-0.1222
686	-0.3843	-0.3959	-0.0946	-0.1344	-0.1612	-0.204	-0.1333
687	-0.4038	-0.4509	-0.0997	-0.2433	-0.1662	-0.2942	-0.178
688	-0.3628	-0.4184	-0.1703	-0.2477	-0.1383	-0.2563	-0.1414
689	-0.4033	-0.4354	-0.1773	-0.2957	-0.1986	-0.2814	-0.1582
690	-0.5283	-0.5449	-0.1651	-0.3142	-0.2543	-0.3848	-0.1957
691	-0.4193	-0.4749	-0.233	-0.1833	-0.2276	-0.3752	-0.1346
692	-0.5118	-0.5479	-0.2478	-0.3145	-0.324	-0.3722	-0.1611
693	-0.5453	-0.5669	-0.2885	-0.5112	-0.3712	-0.3736	-0.1784
694	-0.4938	-0.5434	-0.2761	-0.5333	-0.4402	-0.3608	-0.2027
695	-0.4683	-0.4909	-0.2223	-0.2961	-0.2766	-0.2965	-0.1702
696	-0.4198	-0.4364	-0.1903	-0.1958	-0.2218	-0.2593	-0.1494
697	-0.4308	-0.4659	-0.1582	-0.3264	-0.2859	-0.2897	-0.191
698	-0.3273	-0.3624	-0.1397	-0.1659	-0.1954	-0.2201	-0.1373
699	-0.4958	-0.5274	-0.19	-0.4136	-0.3088	-0.2354	-0.1829
700	-0.2993	-0.3179	-0.0537	-0.2815	-0.2146	-0.1896	-0.1816
701	-0.2993	-0.3149	-0.0252	-0.0836	-0.1463	-0.0677	-0.1036
702	-0.3813	-0.3889	0.028	-0.2573	-0.2154	-0.0583	-0.1382
703	-0.3273	-0.3769	0.0013	-0.0847	-0.1205	-0.043	-0.1167
704	-0.2118	-0.2224	0.0489	-0.0943	-0.114	-0.0501	-0.1077
705	-0.1763	-0.2159	-0.0616	-0.1268	-0.0897	-0.0272	-0.115
706	-0.3178	-0.3204	-0.0029	-0.2028	-0.1833	-0.0302	-0.1149
707	-0.2703	-0.2944	0.0708	-0.1458	-0.1461	-0.0416	-0.1465
708	-0.1163	-0.1194	-0.0143	0.1065	0.0271	0.0452	-0.0437
709	-0.2333	-0.2679	0.0327	-0.1423	-0.0663	-0.0929	-0.1532
710	-0.1328	-0.1659	-0.0048	0.0794	-0.0013	-0.0688	-0.1037
711	-0.1818	-0.2059	-0.0712	-0.0251	-0.037	-0.1084	-0.1278
712	-0.1793	-0.2054	-0.0199	-0.0078	-0.0587	-0.116	-0.1139
713	-0.2473	-0.2824	-0.0676	-0.2165	-0.1348	-0.1387	-0.132
714	-0.2308	-0.2634	-0.041	-0.1919	-0.096	-0.1889	-0.1567
715	-0.3133	-0.3404	-0.0337	-0.1516	-0.1796	-0.1915	-0.1516
716	-0.2828	-0.3249	0.0012	-0.1323	-0.1344	-0.1566	-0.1568
717	-0.2753	-0.3049	0.0173	-0.2766	-0.1479	-0.1438	-0.1632
718	-0.2643	-0.2919	-0.0562	-0.1556	-0.1027	-0.1222	-0.131
719	-0.2508	-0.2739	-0.0301	-0.0226	-0.0513	-0.1087	-0.1216
720	-0.3843	-0.4129	0.0359	-0.1664	-0.1328	-0.128	-0.1366
721	-0.2338	-0.2459	0.077	-0.1123	-0.0298	-0.0942	-0.1179
722	-0.2643	-0.2869	0.0276	-0.1643	-0.1016	-0.1146	-0.1181
723	-0.2753	-0.3209	0.0026	-0.1848	-0.1373	-0.1424	-0.1116
724	-0.2568	-0.2844	0.0189	-0.1612	-0.1209	-0.1117	-0.0981
725	-0.1853	-0.2159	0.0783	-0.0434	-0.0505	-0.0552	-0.1022
726	-0.2663	-0.3044	0.071	-0.1359	-0.103	-0.0996	-0.1413
727	-0.2153	-0.2649	0.04	0.0081	-0.0629	-0.0711	-0.0974
728	-0.1668	-0.2059	0.02	0.0029	-0.0888	-0.0052	-0.0871
729	-0.1818	-0.2069	0.0681	0.0277	-0.0698	-0.0634	-0.0824
730	-0.1643	-0.2049	0.0922	-0.0571	-0.0688	-0.0578	-0.0941
731	-0.1358	-0.1604	-0.0195	0.0573	-0.0021	-0.0493	-0.0847
732	-0.1903	-0.2069	0.0059	-0.0555	-0.0497	-0.0399	-0.0852
733	-0.3793	-0.3894	-0.0186	-0.2588	-0.1775	-0.1156	-0.1258
734	-0.2983	-0.3469	-0.0345	-0.2273	-0.1101	-0.1385	-0.1584
735	-0.2363	-0.2699	-0.1306	-0.2107	-0.0975	-0.1677	-0.1327
736	-0.2893	-0.3309	-0.1244	-0.2187	-0.1155	-0.1833	-0.1354
737	-0.2583	-0.3159	-0.0457	-0.2544	-0.1385	-0.1932	-0.1278
738	-0.2998	-0.3234	-0.0481	-0.1845	-0.1236	-0.1748	-0.1261
739	-0.2828	-0.3079	-0.022	-0.2652	-0.154	-0.1758	-0.1422
740	-0.3398	-0.3839	-0.0613	-0.3789	-0.2108	-0.1652	-0.1394
741	-0.2103	-0.2449	-0.0515	-0.1127	-0.066	-0.0878	-0.1047
742	-0.1638	-0.1999	-0.0258	-0.0509	-0.0503	-0.0375	-0.0966
743	-0.4528	-0.4819	0.0734	-0.3442	-0.1907	-0.1415	-0.1558
744	-0.2363	-0.2449	0.0564	-0.0831	-0.0624	-0.1282	-0.1134
745	-0.2258	-0.2789	0.0536	-0.0547	-0.0294	-0.1178	-0.0721
746	-0.1863	-0.2124	0.0831	0.0153	0.0106	-0.0402	-0.1059
747	-0.1883	-0.2159	0.1011	-0.0116	0.0108	-0.0333	-0.0782
748	-0.1683	-0.1919	0.152	0.0758	-0.005	-0.0586	-0.0832
749	-0.2083	-0.2289	0.1244	-0.0246	-0.0275	-0.1046	-0.1058
750	-0.2618	-0.2539	0.2245	-0.1128	-0.0613	-0.0873	-0.1029
751	-0.2363	-0.2549	0.1371	-0.1428	-0.0518	-0.1813	-0.1218
752	-0.2963	-0.3134	0.1251	-0.2275	-0.1223	-0.191	-0.1525
753	-0.1853	-0.2259	-0.0164	-0.1365	-0.0874	-0.1313	-0.1304
754	-0.1683	-0.1899	0.0475	-0.0398	-0.0529	-0.1188	-0.1197
755	-0.0793	-0.1139	0.1232	0.1889	0.0584	-0.0386	-0.1072
756	-0.1473	-0.1709	0.0396	-0.0718	-0.0437	-0.0047	-0.1566
757	-0.1853	-0.2149	0.0757	-0.1077	-0.0252	-0.0246	-0.1377
758	-0.0488	-0.0919	0.0278	0.1138	0.0425	0.1049	-0.0925
759	-0.1023	-0.1439	-0.0975	0.0037	0.0146	0.0576	-0.0926
760	-0.1873	-0.2299	-0.0644	-0.2602	-0.1181	-0.021	-0.1424
761	-0.2783	-0.3039	0.0113	-0.2486	-0.1706	-0.1076	-0.1146
762	-0.1843	-0.2149	0.0046	-0.1621	-0.1348	-0.0652	-0.1083
763	-0.0298	-0.0724	0.005	0.1113	0.0652	0.0674	-0.0705
764	0.0652	0.0061	0.0861	0.2884	0.106	0.1541	0.0186
765	0.0337	-0.0014	0.1189	0.1329	0.1095	0.1092	-0.0641
766	-0.0918	-0.1544	0.0236	-0.0524	0.012	0.0172	-0.102
767	-0.1353	-0.1729	0.05	-0.0731	-0.0203	-0.0701	-0.0974
768	-0.2263	-0.2649	0.1494	-0.0453	-0.0875	-0.0186	-0.0802
769	-0.1513	-0.1994	0.0318	0.0547	-0.0774	-0.0229	-0.0478
770	-0.1283	-0.1929	0.111	0.1085	-0.0341	0.0074	-0.0483
771	-0.0493	-0.1239	0.0447	0.1295	-0.0045	-0.0208	-0.0074
772	-0.2143	-0.2994	0.0446	-0.1862	-0.1484	-0.1249	-0.1512
773	-0.2523	-0.3319	0.0253	-0.0992	-0.1688	-0.183	-0.1438
774	-0.1728	-0.2519	0.0689	-0.0326	-0.0653	-0.0676	-0.1071
775	-0.1743	-0.2509	-0.0256	-0.0064	-0.0296	-0.091	-0.0716
776	-0.1968	-0.2864	-0.1253	-0.0434	-0.0698	-0.09	-0.1053
777	-0.2248	-0.3049	-0.1029	-0.0831	-0.1023	-0.0948	-0.1012
778	-0.1843	-0.2664	-0.0926	-0.0373	-0.084	-0.0493	-0.0868
779	-0.2153	-0.2629	-0.0671	-0.1143	-0.1722	-0.1022	-0.1198
780	-0.2733	-0.3344	-0.0914	-0.1629	-0.1656	-0.1464	-0.1128
781	-0.2488	-0.3009	-0.1121	-0.1357	-0.1519	-0.1455	-0.1093
782	-0.1753	-0.2399	-0.1872	-0.0669	-0.1712	-0.1098	-0.1177
783	-0.1663	-0.2459	-0.0931	-0.0436	-0.1211	-0.1377	-0.0663
784	-0.1843	-0.2869	-0.0964	-0.1637	-0.0873	-0.2025	-0.1295
785	-0.1883	-0.2634	-0.1183	-0.178	-0.0762	-0.1883	-0.1032
786	-0.2903	-0.3659	-0.0836	-0.2437	-0.1411	-0.1377	-0.1191
787	-0.1983	-0.2854	-0.0837	-0.1616	-0.0642	-0.1143	-0.1086
788	-0.3228	-0.3969	-0.0372	-0.3898	-0.2289	-0.1847	-0.1354
789	-0.3058	-0.3704	-0.0978	-0.43	-0.2092	-0.1821	-0.1553
790	-0.2433	-0.3289	-0.0684	-0.2335	-0.1443	-0.1643	-0.0918
791	-0.2843	-0.3739	-0.0075	-0.1479	-0.1041	-0.1502	-0.1189
792	-0.2313	-0.3139	-6e-04	-0.1333	-0.1406	-0.1041	-0.0984
793	-0.1963	-0.2639	-0.0192	-0.0379	-0.1325	-0.0913	-0.0826
794	-0.2403	-0.2919	0.0745	-0.1694	-0.1751	-0.0739	-0.0849
795	-0.2753	-0.3314	-0.0308	-0.2158	-0.1737	-0.1165	-0.1068
796	-0.2473	-0.3139	-0.0254	-0.1529	-0.1924	-0.087	-0.1181
797	-0.1788	-0.2704	-0.1155	-0.1582	-0.1405	-0.1004	-0.1098
798	-0.1713	-0.2654	-0.0445	0.0026	-0.1013	-0.0816	-0.063
799	-0.2233	-0.2949	-0.0065	-0.1006	-0.119	-0.1133	-0.1392
800	-0.3483	-0.4174	-0.0936	-0.2521	-0.2306	-0.2007	-0.1843
801	-0.2703	-0.3519	-0.1591	-0.2105	-0.1659	-0.1921	-0.1498
802	-0.3133	-0.3819	-0.1085	-0.2032	-0.1584	-0.161	-0.1182
803	-0.2973	-0.3464	-0.0638	-0.2283	-0.1468	-0.2015	-0.1381
804	-0.3108	-0.3679	-0.0852	-0.2069	-0.1442	-0.173	-0.13
805	-0.2688	-0.3429	0.032	-0.0876	-0.1096	-0.2604	-0.1393
806	-0.2763	-0.3359	-0.0923	-0.0774	-0.1103	-0.2305	-0.1227
807	-0.3063	-0.3864	-0.0581	-0.1477	-0.2017	-0.2787	-0.1433
808	-0.2583	-0.2969	0.0341	-0.0789	-0.1296	-0.2033	-0.0991
809	-0.3098	-0.3854	0.041	-0.2176	-0.1452	-0.253	-0.1494
810	-0.3613	-0.4369	0.0562	-0.2797	-0.2184	-0.2295	-0.1402
811	-0.2203	-0.3159	0.0559	-0.0475	-0.037	-0.1338	-0.0883
812	-0.2233	-0.2939	0.0751	-0.0613	-0.0235	-0.0914	-0.0815
813	-0.2018	-0.2779	-0.0175	-0.0687	-0.0321	-0.1504	-0.09
814	-0.2803	-0.3534	0.0069	-0.1517	-0.1166	-0.1751	-0.1203
815	-0.2493	-0.3194	0.0188	-0.1555	-0.1418	-0.1561	-0.1391
816	-0.1163	-0.2059	-0.035	-0.1197	-0.0569	-0.1099	-0.1038
817	-0.2913	-0.3514	-0.0535	-0.1343	-0.1048	-0.1484	-0.0651
818	-0.2083	-0.2779	0.0165	-0.0166	-0.0688	-0.0352	-0.1082
819	-0.1963	-0.2599	0.0632	0.0229	-0.0075	-0.0162	-0.086
820	-0.1908	-0.2979	-0.0447	-0.0245	-0.0615	-0.0854	-0.088
821	-0.2403	-0.3219	-0.0051	-0.0994	-0.0829	-0.1551	-0.1111
822	-0.2148	-0.2729	0.0036	-0.1316	-0.1171	-0.1749	-0.142
823	-0.2493	-0.3299	-0.0561	-0.159	-0.1367	-0.2084	-0.1099
824	-0.3863	-0.4859	-0.0889	-0.384	-0.307	-0.2629	-0.1682
825	-0.2483	-0.3219	-0.1278	-0.1441	-0.165	-0.2688	-0.1131
826	-0.2093	-0.3114	-0.061	-0.1762	-0.1371	-0.2241	-0.1118
827	-0.2228	-0.2974	-0.082	-0.034	-0.0773	-0.27	-0.0921
828	-0.1993	-0.2589	-0.1071	-0.009	-0.0654	-0.2167	-0.0853
829	-0.2493	-0.3144	0.033	-0.1377	-0.0528	-0.1852	-0.1153
830	-0.2473	-0.3369	-0.0135	-0.1455	-0.0676	-0.1566	-0.1312
831	-0.2938	-0.3444	0.0147	-0.18	-0.0777	-0.1646	-0.1382
832	-0.1163	-0.1764	-0.0068	0.0765	0.0872	-0.1363	-0.0745
833	-0.1363	-0.1869	0.0073	0.0468	0.0626	-0.1261	-0.0754
834	-0.2513	-0.2989	0.0273	-0.1509	-0.0859	-0.1667	-0.0935
835	-0.2333	-0.2909	0.052	-0.1839	-0.0895	-0.1655	-0.1117
836	-0.3143	-0.3434	0.0732	-0.2829	-0.0843	-0.1472	-0.1365
837	-0.2468	-0.2984	0.0442	-0.1974	-0.0938	-0.1519	-0.1012
838	-0.2443	-0.3139	0.0323	-0.1145	-0.0891	-0.1667	-0.1051
839	-0.2393	-0.3029	0.031	-0.2415	-0.0871	-0.1168	-0.1411
840	-0.2163	-0.2664	-0.0287	-0.1586	-0.1052	-0.1044	-0.1213
841	-0.2328	-0.3029	-0.1049	-0.2377	-0.1272	-0.1361	-0.1594
842	-0.0893	-0.1404	-0.0069	-0.0636	-0.0384	-0.1323	-0.0886
843	-0.0733	-0.1169	0.0401	0.0535	0.0088	-0.0821	-0.0718
844	-0.1808	-0.2204	0.0176	-0.0655	-0.0072	-0.1025	-0.1005
845	-0.1273	-0.1984	-0.0547	0.0878	-0.0231	-0.0895	-0.0267
846	-0.1853	-0.2439	0.0027	-0.0477	-0.0061	-0.2076	-0.0854
847	-0.2723	-0.3234	3e-04	-0.2027	-0.0491	-0.2108	-0.1319
848	-0.3283	-0.3429	0.0345	-0.1397	-0.0642	-0.1617	-0.1227
849	-0.2963	-0.3229	-0.0166	-0.1927	-0.0629	-0.1719	-0.1313
850	-0.1733	-0.2369	-0.0992	-0.0597	0.0542	-0.1353	-0.066
851	-0.3173	-0.3699	-0.1	-0.2766	-0.0603	-0.1739	-0.1277
852	-0.3753	-0.4419	-0.0063	-0.3168	-0.1223	-0.1976	-0.1775
853	-0.3018	-0.3549	-0.071	-0.2183	-0.1123	-0.1345	-0.1501
854	-0.3923	-0.4509	-0.0683	-0.3569	-0.1612	-0.2255	-0.1903
855	-0.3353	-0.3979	-0.0772	-0.1509	-0.1142	-0.2661	-0.1163
856	-0.3448	-0.3754	-0.1152	-0.2537	-0.1225	-0.2539	-0.141
857	-0.3913	-0.4409	-0.0778	-0.3272	-0.1649	-0.2833	-0.1883
858	-0.3588	-0.4079	-0.081	-0.2283	-0.1195	-0.244	-0.1548
859	-0.3403	-0.3864	-0.0258	-0.1733	-0.1263	-0.2343	-0.1629
860	-0.4558	-0.5294	-0.0879	-0.3938	-0.232	-0.2976	-0.1996
861	-0.3843	-0.4474	-0.085	-0.3054	-0.2076	-0.279	-0.2161
862	-0.2983	-0.3519	-0.1454	-0.2266	-0.1545	-0.2315	-0.1824
863	-0.3213	-0.3669	-0.1241	-0.1362	-0.1831	-0.2359	-0.1345
864	-0.2803	-0.3429	-0.1574	-0.1215	-0.1461	-0.2045	-0.1152
865	-0.4728	-0.5129	-0.1425	-0.3611	-0.3008	-0.2869	-0.1943
866	-0.3313	-0.3769	-0.1336	-0.2178	-0.1919	-0.2584	-0.1454
867	-0.3103	-0.3509	-0.1649	-0.2309	-0.1987	-0.2041	-0.1569
868	-0.3263	-0.3704	-0.022	-0.1501	-0.1988	-0.1072	-0.148
869	-0.2788	-0.3519	-0.0553	-0.2445	-0.2372	-0.0886	-0.1533
870	-0.3103	-0.3669	-0.0092	-0.1397	-0.2265	-0.1592	-0.1617
871	-0.2988	-0.3889	-0.0449	-0.2281	-0.2415	-0.1889	-0.1953
872	-0.2293	-0.2994	-0.0677	-0.1373	-0.1602	-0.1375	-0.1734
873	-0.1313	-0.1814	-0.0218	0.0798	-0.0358	-0.0943	-0.1103
874	-0.3148	-0.3379	0.0219	-0.2292	-0.1804	-0.1117	-0.1481
875	-0.1643	-0.1789	0.0308	-0.0552	-0.0763	-8e-04	-0.1218
876	-0.1628	-0.1869	0.066	0.0108	-0.0843	-0.0573	-0.1164
877	-0.3433	-0.3809	0.0406	-0.2195	-0.1563	-0.1962	-0.1491
878	-0.1023	-0.1309	0.0475	0.0875	0.0124	-0.0559	-0.0524
879	-0.1313	-0.1649	0.0589	0.0509	-5e-04	-0.014	-0.0773
880	-0.0933	-0.1424	0.0415	0.0455	0.0719	0.0235	-0.0505
881	-0.1453	-0.1909	0.0608	-0.0257	-0.0378	0.0547	-0.0938
882	-0.0348	-0.0844	0.0803	0.121	0.0451	0.1144	-0.0498
883	-0.1453	-0.1869	0.1058	-0.0377	-0.0111	0.0221	-0.1127
884	-0.2883	-0.3139	0.0784	-0.2464	-0.1755	-0.1441	-0.1501
885	-0.0813	-0.1204	0.1081	0.0374	-0.0271	-7e-04	-0.0762
886	-0.2233	-0.2709	0.0748	-0.0391	-0.0197	-0.0373	-0.1234
887	-0.0173	-0.0734	0.0511	0.1917	0.0798	-0.0468	-0.045
888	-0.2578	-0.2969	0.0345	-0.1641	-0.0916	-0.113	-0.1436
889	-0.1343	-0.1659	0.0224	-0.0239	-0.0211	-0.0946	-0.1007
890	-0.1983	-0.2359	0.0673	-0.0253	-0.0599	-0.1347	-0.0878
891	-0.0923	-0.1449	0.0796	0.1422	-0.0019	-0.1	-0.0495
892	-0.0778	-0.1189	-0.0203	0.0497	-0.0214	-0.1502	-0.096
893	-0.1993	-0.2479	0.0157	-0.1101	-0.0984	-0.2184	-0.1294
894	-0.0623	-0.1099	-0.0845	0.0112	-0.0273	-0.1598	-0.0912
895	-0.0543	-0.1009	-0.0853	-0.0315	0.0018	-0.1274	-0.1265
896	-0.2383	-0.3099	-0.1071	-0.156	-0.0988	-0.1899	-0.1978
897	-0.1033	-0.1519	-0.1412	-0.0364	-0.0167	-0.1275	-0.1108
898	-0.2058	-0.2579	-0.1536	-0.209	-0.1229	-0.1619	-0.1541
899	-0.2333	-0.3079	-0.1578	-0.1264	-0.1804	-0.2336	-0.1352
900	-0.4053	-0.4689	-0.2332	-0.3559	-0.2787	-0.2498	-0.1867
901	-0.1913	-0.2669	-0.2039	-0.1419	-0.1876	-0.2024	-0.149
902	-0.3273	-0.3719	-0.1452	-0.2433	-0.2244	-0.229	-0.1685
903	-0.4123	-0.4654	-0.1505	-0.346	-0.3157	-0.2158	-0.248
904	-0.2383	-0.3034	-0.1287	-0.1659	-0.1508	-0.1593	-0.193
905	-0.2913	-0.3359	-0.099	-0.2032	-0.1442	-0.1321	-0.1758
906	-0.2623	-0.3229	-0.1332	-0.152	-0.1328	-0.1507	-0.1666
907	-0.3003	-0.3564	-0.0952	-0.1561	-0.1052	-0.2147	-0.1709
908	-0.1913	-0.2289	-0.1003	-0.0724	-0.0545	-0.1452	-0.1367
909	-0.2363	-0.2759	-0.0433	-0.0963	-0.0662	-0.1334	-0.1384
910	-0.2448	-0.3229	-0.0991	-0.1933	-0.1302	-0.2132	-0.1927
911	-0.2523	-0.3064	-0.0465	-0.132	-0.1282	-0.1804	-0.176
912	-0.1693	-0.2154	0.0141	0.0859	0.0069	-0.0577	-0.1108
913	-0.2923	-0.3379	0.007	-0.1439	-0.0757	-0.1301	-0.1731
914	-0.2813	-0.3329	-0.0207	-0.2164	-0.128	-0.1549	-0.1836
915	-0.1198	-0.1749	-0.0582	0.0283	-0.0193	-0.1182	-0.1281
916	-0.3058	-0.3519	-0.0323	-0.3171	-0.1327	-0.1156	-0.2006
917	-0.2858	-0.3324	0.0083	-0.1708	-0.1152	-0.1543	-0.1803
918	-0.2403	-0.2769	0.0354	-0.1249	-0.074	-0.2433	-0.1716
919	-0.2003	-0.2389	0.0105	-0.0259	-0.0571	-0.2263	-0.1726
920	-0.1913	-0.2449	0.0303	-0.0819	-0.0481	-0.2928	-0.1522
921	-0.1883	-0.2299	-0.0087	-0.045	-0.0434	-0.2929	-0.1204
922	-0.2188	-0.2759	0.0678	-0.1871	-0.0594	-0.2291	-0.1524
923	-0.2263	-0.2589	0.1218	-0.054	-0.0142	-0.2167	-0.1396
924	-0.2438	-0.3044	0.0083	-0.1477	-0.0773	-0.2344	-0.1908
925	-0.2143	-0.2459	0.0285	-0.0668	-0.0366	-0.2459	-0.148
926	-0.0628	-0.0964	0.0922	0.1733	0.0871	-0.0584	-0.066
927	-0.2308	-0.2729	0.0773	-0.0362	-0.0554	-0.1413	-0.0985
928	-0.1578	-0.2309	0.0683	-4e-04	0.0017	-0.1292	-0.105
929	-0.1058	-0.1789	0.0728	0.1593	0.0467	-0.0095	-0.0923
930	-0.0823	-0.1579	0.1276	0.1889	0.0428	-0.0303	-0.0781
931	-0.1663	-0.2459	0.0349	0.0121	-0.0055	-0.1432	-0.116
932	-0.0833	-0.1519	0.0412	0.1477	0.0013	-0.0245	-0.1055
933	-0.1583	-0.2424	0.032	0.0808	0.0136	-0.0763	-0.0875
934	-0.1123	-0.1914	0.032	0.0644	0.0123	-0.0294	-0.135
935	-0.1873	-0.2819	0.076	0.0251	-0.0083	-0.0813	-0.1741
936	-0.0803	-0.1419	0.0288	0.1576	0.1007	-0.0195	-0.0929
937	-0.1103	-0.1554	0.0486	0.143	0.0874	-0.0598	-0.0998
